student,task,time,pathway_level,score
4213773,00592,baseline,L1,1
3504415,14415,baseline,L1,1
3504415,56400,baseline,L1,1
3504415,00592,baseline,L1,1
3504415,96748,midway,L2,1
3504415,06238,midway,L2,1
3504415,97634,midway,L2,1
3504415,54596,midway,L2,1
3504415,13080,end_of_unit,L3,0
3504415,56741,end_of_unit,L3,1
3504415,27971,end_of_unit,L3,1
3504415,63088,end_of_unit,L3,1
9327356,14415,baseline,L1,1
9327356,56400,baseline,L1,1
9327356,00592,baseline,L1,1
9327356,96748,midway,L2,1
9327356,06238,midway,L2,1
9327356,97634,midway,L2,1
9327356,54596,midway,L2,1
9327356,13080,end_of_unit,L3,1
9327356,56741,end_of_unit,L3,1
9327356,27971,end_of_unit,L3,1
9327356,63088,end_of_unit,L3,1
3625594,13080,end_of_unit,L3,1
3625594,56741,end_of_unit,L3,0
3625594,27971,end_of_unit,L3,1
3625594,63088,end_of_unit,L3,1
3625594,96748,midway,L2,1
3625594,06238,midway,L2,1
3625594,97634,midway,L2,1
3625594,54596,midway,L2,1
3625594,14415,baseline,L1,0
3625594,56400,baseline,L1,1
3625594,00592,baseline,L1,1
6030843,96748,midway,L2,1
6030843,06238,midway,L2,1
6030843,97634,midway,L2,1
6030843,54596,midway,L2,1
6030843,13080,end_of_unit,L3,1
6030843,56741,end_of_unit,L3,1
6030843,27971,end_of_unit,L3,0
6030843,63088,end_of_unit,L3,1
6030843,14415,baseline,L1,1
6030843,56400,baseline,L1,1
6030843,00592,baseline,L1,1
5382585,13080,end_of_unit,L3,1
5382585,56741,end_of_unit,L3,1
5382585,27971,end_of_unit,L3,1
5382585,63088,end_of_unit,L3,1
5382585,96748,midway,L2,0
5382585,06238,midway,L2,1
5382585,97634,midway,L2,1
5382585,54596,midway,L2,1
5382585,14415,baseline,L1,1
5382585,56400,baseline,L1,1
5382585,00592,baseline,L1,1
3995031,96748,midway,L2,1
3995031,06238,midway,L2,1
3995031,97634,midway,L2,1
3995031,54596,midway,L2,1
3995031,13080,end_of_unit,L3,0
3995031,56741,end_of_unit,L3,1
3995031,27971,end_of_unit,L3,1
3995031,63088,end_of_unit,L3,1
3995031,14415,baseline,L1,1
3995031,56400,baseline,L1,1
3995031,00592,baseline,L1,1
9432330,14415,baseline,L1,1
9432330,56400,baseline,L1,1
9432330,00592,baseline,L1,1
9432330,96748,midway,L2,1
9432330,06238,midway,L2,1
9432330,97634,midway,L2,1
9432330,54596,midway,L2,1
9432330,13080,end_of_unit,L3,1
9432330,56741,end_of_unit,L3,1
9432330,27971,end_of_unit,L3,1
9432330,63088,end_of_unit,L3,1
5794213,14415,baseline,L1,1
5794213,56400,baseline,L1,0
5794213,00592,baseline,L1,1
5794213,13080,end_of_unit,L3,0
5794213,56741,end_of_unit,L3,0
5794213,27971,end_of_unit,L3,0
5794213,63088,end_of_unit,L3,0
5794213,96748,midway,L2,1
5794213,06238,midway,L2,1
5794213,97634,midway,L2,1
5794213,54596,midway,L2,1
8811284,14415,baseline,L1,1
8811284,56400,baseline,L1,1
8811284,00592,baseline,L1,1
8811284,13080,end_of_unit,L3,1
8811284,56741,end_of_unit,L3,1
8811284,27971,end_of_unit,L3,1
8811284,63088,end_of_unit,L3,1
8811284,96748,midway,L2,1
8811284,06238,midway,L2,1
8811284,97634,midway,L2,1
8811284,54596,midway,L2,1
5157045,14415,baseline,L1,1
5157045,56400,baseline,L1,0
5157045,00592,baseline,L1,1
5157045,13080,end_of_unit,L3,1
5157045,56741,end_of_unit,L3,1
5157045,27971,end_of_unit,L3,1
5157045,63088,end_of_unit,L3,1
5157045,96748,midway,L2,1
5157045,06238,midway,L2,1
5157045,97634,midway,L2,1
5157045,54596,midway,L2,1
8780221,13080,end_of_unit,L3,1
8780221,56741,end_of_unit,L3,1
8780221,27971,end_of_unit,L3,1
8780221,63088,end_of_unit,L3,1
8780221,14415,baseline,L1,1
8780221,56400,baseline,L1,1
8780221,00592,baseline,L1,1
8780221,96748,midway,L2,1
8780221,06238,midway,L2,1
8780221,97634,midway,L2,1
8780221,54596,midway,L2,1
8441877,13080,end_of_unit,L3,0
8441877,56741,end_of_unit,L3,0
8441877,27971,end_of_unit,L3,0
8441877,63088,end_of_unit,L3,1
8441877,14415,baseline,L1,0
8441877,56400,baseline,L1,0
8441877,00592,baseline,L1,1
8441877,96748,midway,L2,1
8441877,06238,midway,L2,1
8441877,97634,midway,L2,1
8441877,54596,midway,L2,0
8441877,49531,midway,L1,1
8441877,96568,midway,L1,0
8441877,33008,midway,L1,1
3686573,14415,baseline,L1,1
3686573,56400,baseline,L1,0
3686573,00592,baseline,L1,1
3686573,10231,end_of_unit,L2,1
3686573,97673,end_of_unit,L2,1
3686573,38641,end_of_unit,L2,1
3686573,13080,end_of_unit,L3,0
3686573,56741,end_of_unit,L3,1
3686573,27971,end_of_unit,L3,1
3686573,63088,end_of_unit,L3,1
2496756,13080,end_of_unit,L3,0
2496756,56741,end_of_unit,L3,1
2496756,27971,end_of_unit,L3,0
2496756,63088,end_of_unit,L3,1
2496756,14415,baseline,L1,1
2496756,56400,baseline,L1,1
2496756,00592,baseline,L1,1
2496756,96748,midway,L2,1
2496756,06238,midway,L2,1
2496756,97634,midway,L2,1
2496756,54596,midway,L2,1
3784638,96748,midway,L2,1
3784638,06238,midway,L2,1
3784638,97634,midway,L2,1
3784638,54596,midway,L2,1
3784638,49531,midway,L1,1
3784638,96568,midway,L1,1
3784638,33008,midway,L1,1
3784638,14415,baseline,L1,0
3784638,56400,baseline,L1,0
3784638,00592,baseline,L1,1
6769320,14415,baseline,L1,1
6769320,56400,baseline,L1,1
6769320,00592,baseline,L1,1
6769320,13080,end_of_unit,L3,1
6769320,56741,end_of_unit,L3,1
6769320,27971,end_of_unit,L3,1
6769320,63088,end_of_unit,L3,1
6769320,96748,midway,L2,1
6769320,06238,midway,L2,0
6769320,97634,midway,L2,1
6769320,54596,midway,L2,1
2630349,14415,baseline,L1,1
2630349,56400,baseline,L1,0
2630349,00592,baseline,L1,1
2630349,10231,end_of_unit,L2,1
2630349,97673,end_of_unit,L2,1
2630349,38641,end_of_unit,L2,0
2630349,13080,end_of_unit,L3,0
2630349,56741,end_of_unit,L3,0
2630349,27971,end_of_unit,L3,0
2630349,63088,end_of_unit,L3,0
2630349,96748,midway,L2,1
2630349,06238,midway,L2,1
2630349,97634,midway,L2,0
2630349,54596,midway,L2,1
0284140,14415,baseline,L1,0
0284140,56400,baseline,L1,0
0284140,00592,baseline,L1,1
0284140,10231,end_of_unit,L2,0
0284140,97673,end_of_unit,L2,0
0284140,38641,end_of_unit,L2,1
0284140,13080,end_of_unit,L3,1
0284140,56741,end_of_unit,L3,0
0284140,27971,end_of_unit,L3,0
0284140,63088,end_of_unit,L3,1
0284140,96748,midway,L2,0
0284140,06238,midway,L2,0
0284140,97634,midway,L2,1
0284140,54596,midway,L2,1
0284140,49531,midway,L1,1
0284140,96568,midway,L1,1
0284140,33008,midway,L1,1
1328023,13080,end_of_unit,L3,1
1328023,56741,end_of_unit,L3,1
1328023,27971,end_of_unit,L3,1
1328023,63088,end_of_unit,L3,1
1328023,49531,midway,L1,1
1328023,96568,midway,L1,1
1328023,33008,midway,L1,1
1328023,96748,midway,L2,1
1328023,06238,midway,L2,1
1328023,97634,midway,L2,1
1328023,54596,midway,L2,1
1328023,14415,baseline,L1,1
1328023,56400,baseline,L1,0
1328023,00592,baseline,L1,0
3032536,14415,baseline,L1,1
3032536,56400,baseline,L1,1
3032536,00592,baseline,L1,1
3032536,13080,end_of_unit,L3,1
3032536,56741,end_of_unit,L3,1
3032536,27971,end_of_unit,L3,1
3032536,63088,end_of_unit,L3,1
3032536,96748,midway,L2,1
3032536,06238,midway,L2,1
3032536,97634,midway,L2,1
3032536,54596,midway,L2,1
8593744,14415,baseline,L1,1
8593744,56400,baseline,L1,1
8593744,00592,baseline,L1,1
8593744,13080,end_of_unit,L3,1
8593744,56741,end_of_unit,L3,1
8593744,27971,end_of_unit,L3,1
8593744,63088,end_of_unit,L3,1
8593744,96748,midway,L2,1
8593744,06238,midway,L2,1
8593744,97634,midway,L2,1
8593744,54596,midway,L2,1
1126116,13080,end_of_unit,L3,0
1126116,56741,end_of_unit,L3,1
1126116,27971,end_of_unit,L3,1
1126116,63088,end_of_unit,L3,1
1126116,96748,midway,L2,1
1126116,06238,midway,L2,1
1126116,97634,midway,L2,1
1126116,54596,midway,L2,1
1126116,14415,baseline,L1,1
1126116,56400,baseline,L1,1
1126116,00592,baseline,L1,1
9489319,10231,end_of_unit,L2,1
9489319,97673,end_of_unit,L2,1
9489319,38641,end_of_unit,L2,1
9489319,13080,end_of_unit,L3,0
9489319,56741,end_of_unit,L3,0
9489319,27971,end_of_unit,L3,0
9489319,63088,end_of_unit,L3,0
9489319,96748,midway,L2,1
9489319,06238,midway,L2,1
9489319,97634,midway,L2,0
9489319,54596,midway,L2,1
9489319,14415,baseline,L1,1
9489319,56400,baseline,L1,1
9489319,00592,baseline,L1,1
1631984,10231,end_of_unit,L2,0
1631984,97673,end_of_unit,L2,0
1631984,38641,end_of_unit,L2,0
1631984,13080,end_of_unit,L3,0
1631984,56741,end_of_unit,L3,0
1631984,27971,end_of_unit,L3,0
1631984,63088,end_of_unit,L3,0
1631984,96748,midway,L2,0
1631984,06238,midway,L2,1
1631984,97634,midway,L2,0
1631984,54596,midway,L2,0
1631984,14415,baseline,L1,1
1631984,56400,baseline,L1,1
1631984,00592,baseline,L1,1
3240475,13080,end_of_unit,L3,0
3240475,56741,end_of_unit,L3,0
3240475,27971,end_of_unit,L3,0
3240475,63088,end_of_unit,L3,0
3240475,14415,baseline,L1,1
3240475,56400,baseline,L1,1
3240475,00592,baseline,L1,1
3240475,96748,midway,L2,0
3240475,06238,midway,L2,1
3240475,97634,midway,L2,1
3240475,54596,midway,L2,1
6811687,96748,midway,L2,1
6811687,06238,midway,L2,1
6811687,97634,midway,L2,1
6811687,54596,midway,L2,1
6811687,14415,baseline,L1,1
6811687,56400,baseline,L1,1
6811687,00592,baseline,L1,1
8952121,10231,end_of_unit,L2,1
8952121,97673,end_of_unit,L2,1
8952121,38641,end_of_unit,L2,1
8952121,13080,end_of_unit,L3,1
8952121,56741,end_of_unit,L3,1
8952121,27971,end_of_unit,L3,1
8952121,63088,end_of_unit,L3,1
8952121,96748,midway,L2,1
8952121,06238,midway,L2,1
8952121,97634,midway,L2,0
8952121,54596,midway,L2,1
8952121,14415,baseline,L1,1
8952121,56400,baseline,L1,1
8952121,00592,baseline,L1,1
3889436,96748,midway,L2,1
3889436,06238,midway,L2,1
3889436,97634,midway,L2,1
3889436,54596,midway,L2,1
3889436,14415,baseline,L1,1
3889436,56400,baseline,L1,1
3889436,00592,baseline,L1,1
3889436,13080,end_of_unit,L3,0
3889436,56741,end_of_unit,L3,0
3889436,27971,end_of_unit,L3,0
3889436,63088,end_of_unit,L3,0
7942785,14415,baseline,L1,1
7942785,56400,baseline,L1,1
7942785,00592,baseline,L1,1
7942785,96748,midway,L2,1
7942785,06238,midway,L2,1
7942785,97634,midway,L2,1
7942785,54596,midway,L2,1
9963640,13080,end_of_unit,L3,0
9963640,56741,end_of_unit,L3,0
9963640,27971,end_of_unit,L3,1
9963640,63088,end_of_unit,L3,1
9963640,96748,midway,L2,1
9963640,06238,midway,L2,1
9963640,97634,midway,L2,1
9963640,54596,midway,L2,1
9963640,14415,baseline,L1,1
9963640,56400,baseline,L1,1
9963640,00592,baseline,L1,1
8009065,96748,midway,L2,1
8009065,06238,midway,L2,1
8009065,97634,midway,L2,1
8009065,54596,midway,L2,1
8009065,14415,baseline,L1,1
8009065,56400,baseline,L1,1
8009065,00592,baseline,L1,1
8009065,13080,end_of_unit,L3,0
8009065,56741,end_of_unit,L3,1
8009065,27971,end_of_unit,L3,1
8009065,63088,end_of_unit,L3,1
0666424,10231,end_of_unit,L2,1
0666424,97673,end_of_unit,L2,1
0666424,38641,end_of_unit,L2,1
0666424,13080,end_of_unit,L3,0
0666424,56741,end_of_unit,L3,1
0666424,27971,end_of_unit,L3,1
0666424,63088,end_of_unit,L3,1
0666424,96748,midway,L2,0
0666424,06238,midway,L2,1
0666424,97634,midway,L2,0
0666424,54596,midway,L2,1
0666424,14415,baseline,L1,1
0666424,56400,baseline,L1,1
0666424,00592,baseline,L1,1
7398172,10231,end_of_unit,L2,1
7398172,97673,end_of_unit,L2,1
7398172,38641,end_of_unit,L2,1
7398172,13080,end_of_unit,L3,1
7398172,56741,end_of_unit,L3,1
7398172,27971,end_of_unit,L3,1
7398172,63088,end_of_unit,L3,1
7398172,14415,baseline,L1,0
7398172,56400,baseline,L1,1
7398172,00592,baseline,L1,1
7319350,14415,baseline,L1,1
7319350,56400,baseline,L1,1
7319350,00592,baseline,L1,1
7319350,13080,end_of_unit,L3,1
7319350,56741,end_of_unit,L3,1
7319350,27971,end_of_unit,L3,0
7319350,63088,end_of_unit,L3,1
7319350,96748,midway,L2,1
7319350,06238,midway,L2,1
7319350,97634,midway,L2,1
7319350,54596,midway,L2,1
7436378,14415,baseline,L1,1
7436378,56400,baseline,L1,1
7436378,00592,baseline,L1,1
7436378,13080,end_of_unit,L3,0
7436378,56741,end_of_unit,L3,0
7436378,27971,end_of_unit,L3,0
7436378,63088,end_of_unit,L3,1
7436378,96748,midway,L2,1
7436378,06238,midway,L2,1
7436378,97634,midway,L2,1
7436378,54596,midway,L2,1
0548896,96748,midway,L2,NA
0548896,06238,midway,L2,NA
0548896,97634,midway,L2,NA
0548896,54596,midway,L2,NA
0548896,49531,midway,L1,0
0548896,96568,midway,L1,1
0548896,33008,midway,L1,1
0548896,14415,baseline,L1,0
0548896,56400,baseline,L1,0
0548896,00592,baseline,L1,0
7057044,14415,baseline,L1,1
7057044,56400,baseline,L1,0
7057044,00592,baseline,L1,1
7057044,13080,end_of_unit,L3,0
7057044,56741,end_of_unit,L3,0
7057044,27971,end_of_unit,L3,0
7057044,63088,end_of_unit,L3,0
7057044,96748,midway,L2,1
7057044,06238,midway,L2,1
7057044,97634,midway,L2,1
7057044,54596,midway,L2,1
6385867,13080,end_of_unit,L3,0
6385867,56741,end_of_unit,L3,1
6385867,27971,end_of_unit,L3,1
6385867,63088,end_of_unit,L3,1
6385867,96748,midway,L2,1
6385867,06238,midway,L2,1
6385867,97634,midway,L2,1
6385867,54596,midway,L2,1
6385867,14415,baseline,L1,1
6385867,56400,baseline,L1,1
6385867,00592,baseline,L1,1
8032108,96748,midway,L2,1
8032108,06238,midway,L2,1
8032108,97634,midway,L2,1
8032108,54596,midway,L2,1
8032108,13080,end_of_unit,L3,0
8032108,56741,end_of_unit,L3,0
8032108,27971,end_of_unit,L3,0
8032108,63088,end_of_unit,L3,0
8032108,14415,baseline,L1,1
8032108,56400,baseline,L1,1
8032108,00592,baseline,L1,1
8281965,13080,end_of_unit,L3,1
8281965,56741,end_of_unit,L3,1
8281965,27971,end_of_unit,L3,1
8281965,63088,end_of_unit,L3,1
8281965,96748,midway,L2,1
8281965,06238,midway,L2,1
8281965,97634,midway,L2,1
8281965,54596,midway,L2,1
8281965,14415,baseline,L1,1
8281965,56400,baseline,L1,1
8281965,00592,baseline,L1,1
1850811,13080,end_of_unit,L3,0
1850811,56741,end_of_unit,L3,0
1850811,27971,end_of_unit,L3,0
1850811,63088,end_of_unit,L3,0
1850811,96748,midway,L2,1
1850811,06238,midway,L2,1
1850811,97634,midway,L2,1
1850811,54596,midway,L2,1
1850811,14415,baseline,L1,1
1850811,56400,baseline,L1,1
1850811,00592,baseline,L1,1
9547505,96748,midway,L2,1
9547505,06238,midway,L2,1
9547505,97634,midway,L2,1
9547505,54596,midway,L2,1
9547505,14415,baseline,L1,0
9547505,56400,baseline,L1,1
9547505,00592,baseline,L1,1
9547505,13080,end_of_unit,L3,0
9547505,56741,end_of_unit,L3,0
9547505,27971,end_of_unit,L3,0
9547505,63088,end_of_unit,L3,0
3327259,96748,midway,L2,0
3327259,06238,midway,L2,1
3327259,97634,midway,L2,1
3327259,54596,midway,L2,1
3327259,14415,baseline,L1,1
3327259,56400,baseline,L1,1
3327259,00592,baseline,L1,1
3327259,13080,end_of_unit,L3,0
3327259,56741,end_of_unit,L3,0
3327259,27971,end_of_unit,L3,0
3327259,63088,end_of_unit,L3,0
6926522,96748,midway,L2,1
6926522,06238,midway,L2,0
6926522,97634,midway,L2,1
6926522,54596,midway,L2,1
6926522,14415,baseline,L1,1
6926522,56400,baseline,L1,0
6926522,00592,baseline,L1,1
4510824,14415,baseline,L1,1
4510824,56400,baseline,L1,1
4510824,00592,baseline,L1,1
4510824,96748,midway,L2,1
4510824,06238,midway,L2,0
4510824,97634,midway,L2,1
4510824,54596,midway,L2,1
5252392,14415,baseline,L1,1
5252392,56400,baseline,L1,0
5252392,00592,baseline,L1,1
1312502,14415,baseline,L1,1
1312502,56400,baseline,L1,0
1312502,00592,baseline,L1,1
5363437,14415,baseline,L1,1
5363437,56400,baseline,L1,1
5363437,00592,baseline,L1,1
5363437,96748,midway,L2,1
5363437,06238,midway,L2,1
5363437,97634,midway,L2,1
5363437,54596,midway,L2,1
7532886,14415,baseline,L1,1
7532886,56400,baseline,L1,0
7532886,00592,baseline,L1,1
7532886,96748,midway,L2,1
7532886,06238,midway,L2,1
7532886,97634,midway,L2,1
7532886,54596,midway,L2,1
0225483,14415,baseline,L1,1
0225483,56400,baseline,L1,1
0225483,00592,baseline,L1,1
0225483,96748,midway,L2,1
0225483,06238,midway,L2,1
0225483,97634,midway,L2,1
0225483,54596,midway,L2,1
1853152,14415,baseline,L1,1
1853152,56400,baseline,L1,1
1853152,00592,baseline,L1,1
1853152,96748,midway,L2,1
1853152,06238,midway,L2,1
1853152,97634,midway,L2,1
1853152,54596,midway,L2,1
5289677,14415,baseline,L1,1
5289677,56400,baseline,L1,1
5289677,00592,baseline,L1,1
5289677,96748,midway,L2,1
5289677,06238,midway,L2,1
5289677,97634,midway,L2,1
5289677,54596,midway,L2,1
3319016,14415,baseline,L1,1
3319016,56400,baseline,L1,1
3319016,00592,baseline,L1,1
3319016,96748,midway,L2,0
3319016,06238,midway,L2,0
3319016,97634,midway,L2,0
3319016,54596,midway,L2,0
7407552,14415,baseline,L1,0
7407552,56400,baseline,L1,1
7407552,00592,baseline,L1,1
7407552,96748,midway,L2,1
7407552,06238,midway,L2,1
7407552,97634,midway,L2,1
7407552,54596,midway,L2,1
5046200,14415,baseline,L1,0
5046200,56400,baseline,L1,0
5046200,00592,baseline,L1,0
6028045,14415,baseline,L1,1
6028045,56400,baseline,L1,1
6028045,00592,baseline,L1,1
6028045,96748,midway,L2,1
6028045,06238,midway,L2,1
6028045,97634,midway,L2,1
6028045,54596,midway,L2,1
6300845,14415,baseline,L1,1
6300845,56400,baseline,L1,1
6300845,00592,baseline,L1,1
6300845,96748,midway,L2,1
6300845,06238,midway,L2,1
6300845,97634,midway,L2,1
6300845,54596,midway,L2,1
4135077,14415,baseline,L1,1
4135077,56400,baseline,L1,1
4135077,00592,baseline,L1,1
4135077,96748,midway,L2,1
4135077,06238,midway,L2,1
4135077,97634,midway,L2,1
4135077,54596,midway,L2,1
4834679,14415,baseline,L1,0
4834679,56400,baseline,L1,0
4834679,00592,baseline,L1,0
4834679,49531,midway,L1,1
4834679,96568,midway,L1,1
4834679,33008,midway,L1,1
4834679,96748,midway,L2,1
4834679,06238,midway,L2,0
4834679,97634,midway,L2,1
4834679,54596,midway,L2,1
2582798,14415,baseline,L1,1
2582798,56400,baseline,L1,1
2582798,00592,baseline,L1,1
2582798,96748,midway,L2,1
2582798,06238,midway,L2,0
2582798,97634,midway,L2,1
2582798,54596,midway,L2,1
9398276,13080,end_of_unit,L3,0
9398276,56741,end_of_unit,L3,0
9398276,27971,end_of_unit,L3,0
9398276,63088,end_of_unit,L3,0
9398276,14415,baseline,L1,1
9398276,56400,baseline,L1,1
9398276,00592,baseline,L1,1
9398276,96748,midway,L2,1
9398276,06238,midway,L2,1
9398276,97634,midway,L2,1
9398276,54596,midway,L2,1
5227504,13080,end_of_unit,L3,1
5227504,56741,end_of_unit,L3,1
5227504,27971,end_of_unit,L3,1
5227504,63088,end_of_unit,L3,1
5227504,14415,baseline,L1,1
5227504,56400,baseline,L1,0
5227504,00592,baseline,L1,1
5227504,96748,midway,L2,1
5227504,06238,midway,L2,1
5227504,97634,midway,L2,1
5227504,54596,midway,L2,1
5246317,13080,end_of_unit,L3,0
5246317,56741,end_of_unit,L3,0
5246317,27971,end_of_unit,L3,0
5246317,63088,end_of_unit,L3,0
5246317,14415,baseline,L1,0
5246317,56400,baseline,L1,1
5246317,00592,baseline,L1,1
5246317,96748,midway,L2,0
5246317,06238,midway,L2,1
5246317,97634,midway,L2,1
5246317,54596,midway,L2,1
7866178,13080,end_of_unit,L3,0
7866178,56741,end_of_unit,L3,1
7866178,27971,end_of_unit,L3,0
7866178,63088,end_of_unit,L3,1
7866178,14415,baseline,L1,1
7866178,56400,baseline,L1,1
7866178,00592,baseline,L1,1
7866178,96748,midway,L2,1
7866178,06238,midway,L2,1
7866178,97634,midway,L2,1
7866178,54596,midway,L2,1
6273068,13080,end_of_unit,L3,0
6273068,56741,end_of_unit,L3,0
6273068,27971,end_of_unit,L3,0
6273068,63088,end_of_unit,L3,0
6273068,10231,end_of_unit,L2,1
6273068,97673,end_of_unit,L2,1
6273068,38641,end_of_unit,L2,0
6273068,14415,baseline,L1,1
6273068,56400,baseline,L1,0
6273068,00592,baseline,L1,1
6273068,96748,midway,L2,1
6273068,06238,midway,L2,1
6273068,97634,midway,L2,0
6273068,54596,midway,L2,1
7206531,13080,end_of_unit,L3,1
7206531,56741,end_of_unit,L3,1
7206531,27971,end_of_unit,L3,1
7206531,63088,end_of_unit,L3,1
7206531,14415,baseline,L1,1
7206531,56400,baseline,L1,1
7206531,00592,baseline,L1,1
7206531,96748,midway,L2,1
7206531,06238,midway,L2,1
7206531,97634,midway,L2,1
7206531,54596,midway,L2,1
9489164,13080,end_of_unit,L3,1
9489164,56741,end_of_unit,L3,1
9489164,27971,end_of_unit,L3,1
9489164,63088,end_of_unit,L3,1
9489164,10231,end_of_unit,L2,1
9489164,97673,end_of_unit,L2,0
9489164,38641,end_of_unit,L2,1
9489164,14415,baseline,L1,1
9489164,56400,baseline,L1,1
9489164,00592,baseline,L1,0
8944786,13080,end_of_unit,L3,1
8944786,56741,end_of_unit,L3,0
8944786,27971,end_of_unit,L3,1
8944786,63088,end_of_unit,L3,0
8944786,14415,baseline,L1,1
8944786,56400,baseline,L1,1
8944786,00592,baseline,L1,1
8944786,96748,midway,L2,1
8944786,06238,midway,L2,1
8944786,97634,midway,L2,1
8944786,54596,midway,L2,1
2108154,10231,end_of_unit,L2,1
2108154,97673,end_of_unit,L2,1
2108154,38641,end_of_unit,L2,1
2108154,13080,end_of_unit,L3,1
2108154,56741,end_of_unit,L3,1
2108154,27971,end_of_unit,L3,1
2108154,63088,end_of_unit,L3,1
2108154,14415,baseline,L1,1
2108154,56400,baseline,L1,0
2108154,00592,baseline,L1,1
2934792,13080,end_of_unit,L3,0
2934792,56741,end_of_unit,L3,1
2934792,27971,end_of_unit,L3,0
2934792,63088,end_of_unit,L3,1
2934792,14415,baseline,L1,1
2934792,56400,baseline,L1,1
2934792,00592,baseline,L1,1
2934792,96748,midway,L2,1
2934792,06238,midway,L2,0
2934792,97634,midway,L2,1
2934792,54596,midway,L2,1
7467979,13080,end_of_unit,L3,1
7467979,56741,end_of_unit,L3,0
7467979,27971,end_of_unit,L3,1
7467979,63088,end_of_unit,L3,1
7467979,14415,baseline,L1,1
7467979,56400,baseline,L1,1
7467979,00592,baseline,L1,1
7467979,96748,midway,L2,1
7467979,06238,midway,L2,1
7467979,97634,midway,L2,1
7467979,54596,midway,L2,1
4649158,13080,end_of_unit,L3,0
4649158,56741,end_of_unit,L3,0
4649158,27971,end_of_unit,L3,0
4649158,63088,end_of_unit,L3,0
4649158,10231,end_of_unit,L2,0
4649158,97673,end_of_unit,L2,0
4649158,38641,end_of_unit,L2,0
4649158,14415,baseline,L1,0
4649158,56400,baseline,L1,0
4649158,00592,baseline,L1,0
4649158,49531,midway,L1,0
4649158,96568,midway,L1,0
4649158,33008,midway,L1,0
4649158,96748,midway,L2,0
4649158,06238,midway,L2,0
4649158,97634,midway,L2,0
4649158,54596,midway,L2,0
0321372,13080,end_of_unit,L3,1
0321372,56741,end_of_unit,L3,0
0321372,27971,end_of_unit,L3,NA
0321372,63088,end_of_unit,L3,0
0321372,14415,baseline,L1,1
0321372,56400,baseline,L1,0
0321372,00592,baseline,L1,1
0321372,96748,midway,L2,1
0321372,06238,midway,L2,1
0321372,97634,midway,L2,1
0321372,54596,midway,L2,1
9286280,14415,baseline,L1,1
9286280,56400,baseline,L1,1
9286280,00592,baseline,L1,1
9286280,96748,midway,L2,1
9286280,06238,midway,L2,1
9286280,97634,midway,L2,1
9286280,54596,midway,L2,1
4775207,13080,end_of_unit,L3,0
4775207,56741,end_of_unit,L3,1
4775207,27971,end_of_unit,L3,1
4775207,63088,end_of_unit,L3,1
4775207,14415,baseline,L1,0
4775207,56400,baseline,L1,1
4775207,00592,baseline,L1,1
4775207,96748,midway,L2,1
4775207,06238,midway,L2,1
4775207,97634,midway,L2,1
4775207,54596,midway,L2,1
0033604,13080,end_of_unit,L3,0
0033604,56741,end_of_unit,L3,0
0033604,27971,end_of_unit,L3,0
0033604,63088,end_of_unit,L3,0
0033604,14415,baseline,L1,1
0033604,56400,baseline,L1,1
0033604,00592,baseline,L1,1
0033604,96748,midway,L2,1
0033604,06238,midway,L2,1
0033604,97634,midway,L2,1
0033604,54596,midway,L2,1
4811296,13080,end_of_unit,L3,1
4811296,56741,end_of_unit,L3,0
4811296,27971,end_of_unit,L3,1
4811296,63088,end_of_unit,L3,0
4811296,14415,baseline,L1,1
4811296,56400,baseline,L1,1
4811296,00592,baseline,L1,1
4811296,96748,midway,L2,1
4811296,06238,midway,L2,1
4811296,97634,midway,L2,1
4811296,54596,midway,L2,1
5673108,13080,end_of_unit,L3,0
5673108,56741,end_of_unit,L3,0
5673108,27971,end_of_unit,L3,0
5673108,63088,end_of_unit,L3,0
5673108,14415,baseline,L1,1
5673108,56400,baseline,L1,1
5673108,00592,baseline,L1,1
5673108,96748,midway,L2,1
5673108,06238,midway,L2,1
5673108,97634,midway,L2,1
5673108,54596,midway,L2,1
3139778,13080,end_of_unit,L3,1
3139778,56741,end_of_unit,L3,0
3139778,27971,end_of_unit,L3,0
3139778,63088,end_of_unit,L3,0
3139778,49531,midway,L1,1
3139778,96568,midway,L1,1
3139778,33008,midway,L1,1
3139778,96748,midway,L2,1
3139778,06238,midway,L2,1
3139778,97634,midway,L2,1
3139778,54596,midway,L2,1
5413902,14415,baseline,L1,1
5413902,56400,baseline,L1,1
5413902,00592,baseline,L1,1
5413902,13080,end_of_unit,L3,0
5413902,56741,end_of_unit,L3,1
5413902,27971,end_of_unit,L3,1
5413902,63088,end_of_unit,L3,1
5413902,96748,midway,L2,1
5413902,06238,midway,L2,1
5413902,97634,midway,L2,1
5413902,54596,midway,L2,1
8376898,14415,baseline,L1,1
8376898,56400,baseline,L1,1
8376898,00592,baseline,L1,1
8376898,13080,end_of_unit,L3,1
8376898,56741,end_of_unit,L3,1
8376898,27971,end_of_unit,L3,1
8376898,63088,end_of_unit,L3,1
8376898,96748,midway,L2,1
8376898,06238,midway,L2,1
8376898,97634,midway,L2,1
8376898,54596,midway,L2,NA
3581750,13080,end_of_unit,L3,0
3581750,56741,end_of_unit,L3,0
3581750,27971,end_of_unit,L3,0
3581750,63088,end_of_unit,L3,0
3581750,14415,baseline,L1,0
3581750,56400,baseline,L1,0
3581750,00592,baseline,L1,1
3581750,49531,midway,L1,0
3581750,96568,midway,L1,0
